FID,IID,SOL,C1,C2,C3,C4
0,C11516,0,-0.0330287,0.0221009,0.0171371,-0.00526452
0,C11530,0,0.0276876,-0.00690601,0.0277005,-0.017968
0,C11538,0,-0.0461023,0.0229733,0.0174332,-0.00662499
0,C11541,0,-0.0149732,0.0258791,0.00786862,-0.00411004
0,C11542,0,0.015354,0.00785403,0.0110907,-0.00486725
0,C11543,0,0.0109242,0.00364556,0.0205677,-0.0106805
0,C11547,0,0.0618624,-0.00505205,0.00625863,-0.00556308
0,C11550,0,-0.0309283,0.0304352,0.00758323,0.000420986
0,C11551,0,-0.0385399,0.0208593,0.0165258,-0.00404297
0,C11555,0,-0.02756,0.0301509,0.00432464,0.00237646
0,C11556,0,-0.0244256,0.0345655,0.00253492,0.00615478
0,C11562,0,-0.0439715,0.0372784,0.00355187,-0.00138781
0,C11563,0,-0.0354838,0.0322168,0.00412366,0.00274904
0,C11565,0,-0.0295572,0.0149465,0.0229102,-0.0106814
0,C11571,0,-0.0244273,0.0232974,0.0129649,-0.00111027
0,C11573,0,0.0308611,0.00767265,0.00889899,-0.00508076
0,C11574,0,-0.0430208,0.0350549,0.00451113,0.00260924
0,C11579,0,-0.0447231,0.0403153,-0.000210601,0.00657067
0,C11584,0,-0.0465587,0.0457356,-0.00231294,0.00728965
0,C11588,0,-0.0101378,0.0123867,0.0144586,-0.00759602
0,C11589,0,-0.0448496,0.0487999,-0.00585249,0.0113929
0,C11592,0,-0.0390503,0.0373269,0.00446586,0.00405394
0,C11594,0,-0.0273216,0.0299874,0.00289532,0.00293035
0,C11595,0,-0.0311062,0.0220295,0.0111773,-0.00720982
0,C11597,0,-0.0302177,0.0296763,0.00850389,0.00189949
0,C11598,0,0.0073401,0.0140786,0.00908206,-0.00236931
0,C11601,0,-0.0200764,0.0306561,0.00462459,0.00246329
0,C11602,0,0.0380795,-0.00373529,0.0165812,-0.0100175
0,C11609,0,0.0256379,0.00753776,0.010536,-0.00711403
0,C11616,0,-0.0153778,0.0141063,0.0216184,-0.00986673
0,C11622,0,-0.0149487,0.03164,-0.00230879,0.00599673
0,C11629,0,-0.0419661,0.0332211,0.0101684,0.00201692
0,C11634,0,-0.0422344,0.045644,-0.00476,0.00891061
0,C11638,0,-0.0408239,0.0465594,-0.00704234,0.0122911
0,C11639,0,-0.0166244,0.02526,0.011856,-0.00135958
0,C11640,0,0.00511355,0.00959172,0.016266,-0.00654826
0,C11642,0,-0.0480698,0.0422592,0.000452886,0.00711469
0,C11643,0,-0.0317097,0.0299151,0.00906159,-0.0016668
0,C11649,0,-0.00728222,0.00572297,0.0255972,-0.0144305
0,C11651,0,-0.0103551,0.0298579,-0.00100358,0.00662017
0,C11652,0,-0.0500262,0.0161679,0.0271575,-0.0140276
0,C11654,0,0.00698426,0.00543105,0.0190063,-0.0137645
0,C11657,0,-0.0441893,0.0269908,0.0138624,-0.00240966
0,C11660,0,0.0129883,0.00566346,0.0157464,-0.00930313
0,C11667,0,0.0169125,0.0141568,0.00838078,-0.00275207
0,C11672,0,-0.0316622,0.0364074,0.0008209,0.00491037
0,C11677,0,-0.0287768,0.0122275,0.0242839,-0.0116132
0,C11679,0,0.0146403,-0.000910429,0.021954,-0.0140813
0,C11683,0,-0.0456589,0.0318509,0.00574613,0.000933577
0,C11685,0,-0.0221799,0.0280302,0.00493068,0.00307946
0,C11692,0,0.0580119,-0.00598641,0.0109551,-0.00835913
0,C11697,0,-0.0176344,0.0049076,0.0289281,-0.0174131
0,C11698,0,-0.0282158,0.0270581,0.0095301,-0.00138556
0,C11701,0,-0.000893577,0.0148233,0.0133477,-0.00426075
0,C11708,0,0.0446627,-0.00356318,0.0169677,-0.00960638
0,C11719,0,0.0131405,0.0025032,0.0186483,-0.0111583
0,C11720,0,-0.0102131,0.0137161,0.0159923,-0.00735231
0,C11722,0,0.0300728,0.00171334,0.0137711,-0.00854623
0,C11724,0,-0.0196038,0.0204624,0.0077497,-2.27779e-05
0,C11726,0,0.0500097,-0.0123067,0.0208862,-0.017063
0,C11730,0,0.0316157,0.00764251,0.00893652,-0.00602235
0,C11731,0,-0.0188205,0.019968,0.0118521,-0.00519422
0,C11732,0,-0.00733227,0.0163685,0.0131221,-0.00404545
0,C11734,0,-0.0338863,0.0176583,0.0205413,-0.0111156
0,C11735,0,0.0108504,0.0170518,0.00495808,0.00126592
0,C11739,0,-0.0181228,0.0281867,0.00516204,0.00320076
0,C11741,0,-0.0318379,0.0243162,0.0130254,-0.00252935
0,C11746,0,-0.043384,0.0270428,0.015388,-0.000425046
0,C11750,0,-0.0378028,0.0325473,0.00828653,0.00207257
0,C11751,0,-0.0451178,0.0495843,-0.00934572,0.0142482
0,C11752,0,-0.0241583,0.0272264,0.00368294,2.19218e-05
0,C11755,0,0.0805595,-0.0114172,0.00975967,-0.00579358
0,C11757,0,-0.000851712,0.0219162,0.0055255,-0.00228357
0,C11758,0,-0.0109573,0.0278855,0.00330912,0.00352454
0,C11760,0,0.0468041,-0.00469584,0.0145091,-0.0106872
0,C11766,0,-0.0392325,0.0218548,0.0167915,-0.00895913
0,C11767,0,0.0309172,0.0146418,0.00265279,-0.000738381
0,C11773,0,-0.0120191,0.0225341,0.00968252,-0.00253599
0,C11779,0,0.0337742,0.0110761,0.00493803,-0.00209711
0,C11788,0,-0.0323343,0.018217,0.0206337,-0.0113904
0,C11791,0,-0.0375899,0.027044,0.0108443,-0.00136636
0,C11792,0,-0.000802601,-0.00979128,0.0362174,-0.0282228
0,C11801,0,0.0245614,0.00516807,0.0140962,-0.00487153
0,C11804,0,-0.0159747,0.0278312,0.0046646,0.00136542
0,C11805,0,-0.0423025,0.0335693,0.00726366,0.00160715
0,C11810,0,0.0605026,-0.00410896,0.0116618,-0.0066528
0,C11813,0,-0.0378305,0.0362055,-0.00039119,0.0072125
0,C11817,0,-0.0369515,0.0213763,0.0141748,-0.00565135
0,C11821,0,0.0467298,-0.0100969,0.0191695,-0.0152207
0,C11829,0,-0.0395561,0.0411586,-0.00616147,0.0104921
0,C11831,0,0.0574729,-0.00950057,0.0166091,-0.0108092
0,C11833,0,-0.0275588,0.0144237,0.0211639,-0.00922709
0,C11835,0,-0.0263892,0.0201276,0.0122383,-0.000940595
0,C11838,0,-0.0229664,0.0260649,0.0118868,-0.000332041
0,C11842,0,-0.0282049,0.0393406,-0.00256087,0.00998269
0,C11846,0,-0.0208672,0.0217757,0.0107535,-0.00407859
0,C11847,0,-0.0451185,0.0420681,-0.000390892,0.00869293
0,C11848,0,-0.0455878,0.025719,0.0138683,-0.00544941
0,C11849,0,-0.0410187,0.0380289,0.00322066,0.00701179
0,C11852,0,-0.0108069,0.0151976,0.0174416,-0.00773299
0,C11854,0,-0.0300541,0.0347728,0.000150517,0.0055718
0,C11858,0,-0.00124251,0.0183557,0.00868602,-0.00310262
0,C11860,0,-0.0362494,0.0349435,6.53658e-05,0.0061803
0,C11862,0,-0.0152368,0.0280954,0.00251042,0.00168478
0,C11863,0,0.0113598,0.00592818,0.0183294,-0.0112573
0,C11871,0,-0.0319128,0.0369706,-0.00297562,0.00679175
0,C11872,0,-0.0012695,0.000421369,0.0291531,-0.015645
0,C11875,0,-0.0167097,0.0194506,0.0120709,-0.00419349
0,C11882,0,-0.0165152,0.0215051,0.0125061,-0.00460639
0,C11884,0,0.043824,-0.0126344,0.0230321,-0.0163455
0,C11885,0,-0.0456845,0.018111,0.0245796,-0.00911326
0,C11890,0,0.0387831,-0.00496957,0.0192921,-0.0138869
0,C11896,0,-0.0104933,0.030176,-0.00173966,0.00910914
0,C11900,0,-0.0395346,0.0405867,0.00200822,0.00633846
0,C11901,0,0.0191153,0.00229423,0.0154029,-0.0118672
0,C11903,0,-0.0033066,0.0102842,0.0198696,-0.00921714
0,C11905,0,-0.0324613,0.0222161,0.0184233,-0.00604657
0,C11909,0,-0.0491426,0.0513003,-0.0114504,0.014298
0,C11917,0,-0.0365173,0.0399849,-0.000774426,0.00592379
0,C11918,0,-0.0359898,0.0306483,0.00564087,-7.87085e-06
0,C11923,0,-0.0145794,0.0229149,0.00636899,-0.00203762
0,C11940,0,-0.0442424,0.0427385,-0.00437308,0.0106161
0,C11941,0,-0.0345904,0.0209016,0.0159786,-0.0060946
0,C11942,0,-0.0338892,0.0210289,0.0169639,-0.00840901
0,C11945,0,0.0186924,0.00117193,0.0215922,-0.0119403
0,C11946,0,-0.0394818,0.0367203,0.00178557,0.00454552
0,C11951,0,-0.00980172,0.0111161,0.0193196,-0.0123209
0,C20003,0,-0.0116293,0.016599,0.0131408,-0.00513185
0,C20008,0,-0.00415305,0.0222242,0.00536576,-0.000126949
0,C20010,0,-0.0070158,0.0219408,0.00603692,-0.00202806
0,C20011,0,-0.02217,0.0295701,0.00306572,0.0029886
0,C20014,0,-0.00518186,0.012175,0.0198082,-0.00634232
0,C20015,0,-0.00872104,0.0289741,-0.00405403,0.00674106
0,C20017,0,0.0117333,0.00939389,0.0157248,-0.00736661
0,C20022,0,-0.0200032,0.0272733,0.00713437,0.000121257
0,C20025,0,0.00506859,0.012343,0.0080335,-0.00309265
0,C20028,0,0.0236934,0.0117525,0.00577942,-0.0034116
0,C20032,0,0.0468382,-0.00505565,0.0160442,-0.0109126
0,C20034,0,-0.0209989,0.0291435,0.000363037,0.0046165
0,C20035,0,-0.0167503,0.0183207,0.014257,-0.00530215
0,C20038,0,0.0256871,0.0155317,0.00334903,0.00128133
0,C20039,0,-0.0296023,0.0225507,0.0145945,-0.00275192
0,C20040,0,-0.0404948,0.0462285,-0.0083411,0.012173
0,C20041,0,-0.0158186,0.0239534,0.00679336,-0.00256463
0,C20043,0,0.00427677,0.0187618,0.00717654,0.00362138
0,C20046,0,-0.0181931,0.032178,0.000250022,0.00448766
0,C20048,0,-0.0175158,0.0209432,0.0138248,-0.00673748
0,C20054,0,-0.0168045,0.0203982,0.0110294,-0.00272823
0,C20055,0,0.00504674,0.0232282,0.00269771,0.00139179
0,C20059,0,-0.0109287,0.0246357,0.00514341,0.000367661
0,C20062,0,0.0220962,0.00962095,0.00653148,-0.000710118
0,C20065,0,-0.0287897,0.0361733,-0.00279461,0.00564936
0,C20067,0,-0.00767182,0.0222683,0.00690476,-0.00271304
0,C20069,0,-0.0203733,0.0335045,0.00149632,0.0032002
0,C20071,0,-0.00439095,0.0285962,-0.00313377,0.00494731
0,C20073,0,-0.0188823,0.0285642,0.00467321,0.00142276
0,C20074,0,0.00509153,0.0168105,0.00854431,0.0010854
0,C20075,0,-0.00150852,0.00867712,0.0199802,-0.00943016
0,C20076,0,-0.0166957,0.0243693,0.00604346,0.0027511
0,C20081,0,0.00768332,0.0109728,0.0152579,-0.00447329
0,C20083,0,0.0144299,0.0161341,0.00875444,-0.00553144
0,C20089,0,-0.0361199,0.041547,-0.00221679,0.0102404
0,C20090,0,0.0357776,0.00633614,0.00746102,-0.00178823
0,C20091,0,0.00203573,0.0153911,0.00850098,-0.00550267
0,C20095,0,0.0199286,0.0143271,0.000202563,-0.0015881
0,C20096,0,-0.0119193,0.0285971,0.000137135,0.00530776
0,C20097,0,-0.00525723,0.0238562,0.00575841,0.00141708
0,C20098,0,-0.0151949,0.0140895,0.0174087,-0.00662721
0,C20100,0,0.0143601,0.0219677,-0.0037895,0.000454422
0,C20107,0,0.0262996,0.00948746,0.0113388,-0.00250289
0,C20119,0,0.0135024,0.0158574,0.0077697,-0.00447888
0,C20120,0,-0.0425437,0.0450147,-0.00687426,0.0105203
0,C20122,0,-0.0275459,0.0429514,-0.00770806,0.00881766
0,C20130,0,-0.0352855,0.0395494,-0.00513743,0.00842883
0,C20135,0,-0.00331038,0.0130298,0.0145692,-0.00944634
0,C20136,0,0.0218848,0.00985537,0.0103607,-0.00457177
0,C20139,0,-0.0226012,0.0324308,0.00650311,0.00213521
0,C20143,0,0.0392828,0.000393715,0.0137753,-0.00717516
0,C20145,0,0.00555238,0.0170642,0.0116049,-0.0042649
0,C20150,0,0.000517202,0.0228757,0.000683956,0.00210289
0,C20151,0,-0.0155128,0.0125253,0.0187328,-0.00901941
0,C20157,0,0.000861017,0.0266464,0.00189824,0.00542526
0,C20160,0,-0.00453736,0.0128979,0.0142732,-0.00775297
0,C20162,0,-0.0214835,0.0225623,0.00715879,0.000289724
0,C20163,0,-0.0184596,0.0192066,0.0108238,-0.00305544
0,C20167,0,-0.0184483,0.0280214,0.00349641,0.000580157
0,C20171,0,0.0117292,0.0177823,0.00238626,0.00375388
0,C20176,0,0.0153569,0.0173193,0.0042783,-0.00124701
0,C20179,0,0.0124609,0.0196407,0.00268953,0.000529798
0,C20188,0,-0.0330673,0.0375444,-0.00348845,0.00558712
0,C20191,0,-0.024925,0.0231443,0.00982203,-0.00177562
0,C20193,0,-0.0343038,0.0385254,-0.00200737,0.00818437
0,C20196,0,-0.00666664,0.030779,-0.00068659,0.00600462
0,C20198,0,0.00069774,0.0238124,0.00325583,0.00258952
0,C20208,0,0.00918162,0.00970646,0.0117602,-0.00672694
0,C20209,0,-0.0202418,0.0309257,0.00198903,0.00365303
0,C20211,0,-0.00897123,0.0166485,0.0111947,-0.00344107
0,C20212,0,0.0108103,0.0157614,0.00827003,-1.12484e-05
0,C20215,0,-0.0086403,0.0216454,0.0050281,-0.00110446
0,C20218,0,-0.000176736,0.0180552,0.00818661,-0.00166898
0,C20222,0,0.00555871,0.0159299,0.00614821,-0.00150885
0,C20228,0,0.0190159,0.0126342,0.00732389,-0.00445189
0,C20230,0,-0.0628969,-0.113826,0.00178761,0.00579277
0,C20231,0,-0.0135502,0.0108513,0.0198774,-0.0100936
0,C20232,0,-0.0504189,-0.035797,-0.00382849,0.0122807
0,C20237,0,-0.0143329,0.020955,0.0109039,-0.00268561
0,C20243,0,8.07875e-05,0.0209958,0.00698812,0.000221226
0,C20245,0,0.0174352,0.015531,0.0046345,4.62921e-05
0,C20249,0,-4.47476e-05,0.0165923,0.00931301,-0.00182622
0,C20256,0,0.0557885,0.00348152,0.00670423,-0.00467629
0,C20259,0,-0.0151115,0.0269967,0.0040753,0.00427809
0,C20260,0,-0.0174597,0.0341621,-0.00186148,0.0062535
0,C20270,0,-0.0313737,0.0375707,-0.000905381,0.00701391
0,C20271,0,-0.0377968,0.0254752,0.0120408,-0.00572499
0,C20275,0,0.00173118,0.0180433,0.00693251,-0.00101802
0,C20276,0,0.0370296,0.00499384,0.00711495,-0.00608283
0,C20279,0,-0.0335748,0.0395009,-0.00912506,0.0106991
0,C20284,0,-0.000258025,0.0159735,0.0110238,-0.00289475
0,C20285,0,-0.026259,0.0273899,0.00892401,-0.000547489
0,C20286,0,0.00687301,0.0239886,-0.0023306,0.004249
0,C20287,0,0.0205337,0.0114014,0.00985374,-0.00433999
0,C20288,0,-0.0339935,0.0255086,0.0103306,-0.00393954
0,C20289,0,0.00232286,0.00645835,0.0165873,-0.0105047
0,C20293,0,0.0527717,0.00148139,0.00463325,-0.00228192
0,C20294,0,-0.0239116,0.0183763,0.0131033,-0.00881024
0,C20296,0,0.0262645,0.0108539,0.00386559,-0.00174262
0,C20302,0,-0.0219998,0.0317255,0.000862939,0.00290524
0,C20306,0,-0.00551473,0.0167163,0.0095575,-0.00403143
0,C20308,0,-0.0357404,0.0413778,-0.00633859,0.00964452
0,C20311,0,-0.00957267,0.0235365,0.00697144,0.0011732
0,C20312,0,-0.0373044,0.0408382,-0.00607313,0.00952877
0,C20318,0,0.0121584,0.0142704,0.00601254,-0.00318183
0,C20321,0,0.0146357,0.0140083,0.00436075,-0.00093786
0,C20323,0,0.0157931,0.0161914,0.00270377,0.00254811
0,C20324,0,0.0369716,0.00995382,0.00194392,-0.00334613
0,C20338,0,0.0231258,0.00283006,0.0165606,-0.00828912
0,C20339,0,-0.0257855,0.0401102,-0.00597133,0.00725719
0,C20340,0,0.0216571,0.012111,0.00735879,-0.00232403
0,C20343,0,-0.00978314,0.0318221,-0.00391481,0.00743116
0,C20344,0,0.026828,0.0189595,-0.00425833,0.00421503
0,C20350,0,-0.0286202,0.0343317,0.000537635,0.000926332
0,C20355,0,-0.011387,0.0183515,0.00997478,-0.00153263
0,C20359,0,-0.0262767,0.0330265,-0.000764042,0.00470589
0,C20360,0,-0.0221771,0.0321645,0.00171012,0.00304641
0,C20362,0,-0.00874048,0.0270542,0.0026033,0.00443054
0,C20366,0,-0.0252319,0.0264598,0.00981964,0.000953169
0,C20367,0,-0.00882043,0.0255387,8.86265e-05,0.00370646
0,C20368,0,-0.0429761,0.0351798,0.00233042,0.00138453
0,C20373,0,0.0435045,0.00709112,0.00921372,-0.00156593
0,C20375,0,-0.0341115,0.0351023,-0.00436596,0.00476438
0,C20376,0,-0.00477207,0.0202976,0.00586882,5.03586e-05
0,C20377,0,-0.0201639,0.0229079,0.0109407,-0.000284749
0,C20378,0,0.0443257,0.00905891,0.00268667,-0.00109047
0,C20380,0,6.83245e-05,0.0171743,0.00805543,-0.00171007
0,C20381,0,0.00472846,0.0182942,0.00357107,-0.0016592
0,C20383,0,-0.0218521,0.022825,0.00888023,-0.00219244
0,C20384,0,-0.0193647,0.0274824,0.00627549,-0.00218332
0,C20387,0,0.00436834,0.0211676,0.004007,0.00544565
0,C20391,0,-0.0257409,0.0296847,0.00664403,-0.000547417
0,C20395,0,-0.0219373,0.0261728,0.00518014,0.00035349
0,C20399,0,-0.0128655,0.0252391,0.00264919,-0.000314334
0,C20403,0,0.0199528,0.015911,0.00333219,-0.00198124
0,C20406,0,-0.0355253,0.0350547,0.0014683,0.00462155
0,C20407,0,0.00881867,0.0144489,0.00819648,-0.00382701
0,C20409,0,0.0190577,0.0150671,0.00710992,-0.00114998
0,C20411,0,-0.00803806,0.0275574,0.00533348,0.00156087
0,C20413,0,-0.0124596,0.0222086,0.00338141,0.00110189
0,C20416,0,-0.0344946,0.0317266,0.00866456,0.00262146
0,C20417,0,0.00458128,0.0177309,0.0082832,-0.00350408
0,C20422,0,-0.00898823,0.0224756,0.00505029,0.00194979
0,C20424,0,-0.0299589,0.0139032,0.0224322,-0.0117283
0,C20429,0,0.0117203,0.0199777,0.00585553,-0.000730162
0,C20432,0,0.0157976,0.0132569,0.00170082,-0.000890719
0,C20440,0,0.0222141,0.0207519,-0.00356106,0.00143587
0,C20442,0,-0.008994,0.0198417,0.00849457,-0.00121701
0,C20443,0,0.000897432,0.0168256,0.00776274,-0.00276952
0,C20444,0,-0.017448,0.0333594,-0.00460309,0.00474865
0,C20446,0,0.0107339,0.0207083,0.00242419,0.00179477
0,C20451,0,0.00264706,0.0176002,0.00492402,-0.000991054
0,C20453,0,0.0207827,0.0118439,0.00755968,-0.00152248
0,C20459,0,0.00637196,0.0246525,-0.00214759,0.00355756
0,C20461,0,-0.0117499,0.0330966,-0.00297528,0.00915624
0,C20467,0,-0.0384975,0.0413926,-0.00144255,0.00887346
0,C20471,0,0.0214868,0.011261,0.00620695,-0.00485653
0,C20474,0,-0.0141895,0.0272033,0.0010258,0.00329187
0,C20476,0,-0.016243,0.0268489,0.00211731,-0.00243926
0,C20477,0,0.00882493,0.0156401,0.00694321,-0.00127985
0,C20487,0,0.011378,0.00574363,0.0160988,-0.0079245
0,C20489,0,-0.016282,0.025224,0.00426043,0.00369996
0,C20491,0,0.00572796,0.0206784,0.00345311,-1.54205e-05
0,C20492,0,-0.0340151,0.0431339,-0.00373015,0.011623
0,C20493,0,0.0238856,0.0109445,0.00688445,-0.00581886
0,C20502,0,0.0179742,0.00533926,0.0123387,-0.00834884
0,C20503,0,-0.0314062,0.0402659,-0.00286838,0.00655564
0,C20504,0,-0.00962185,0.0210043,0.0104048,-0.00227301
0,C20505,0,-0.00582905,0.0158616,0.0110828,-0.00224535
0,C20506,0,-0.0106239,0.0242306,0.00397223,0.00549936
0,C20507,0,0.0271456,0.0126715,0.00549885,0.00133795
0,C20508,0,0.0505285,0.00846432,-0.000432509,0.000104936
0,C20512,0,0.018955,0.00996769,0.00740109,-0.00227672
0,C20514,0,-0.0296714,0.00241072,0.0358763,-0.0223783
0,C20519,0,0.00818045,0.0190608,0.0040988,-0.0005885
0,C20521,0,-0.00817992,0.0233786,0.00607497,0.000207473
0,C20526,0,-0.00286191,0.0220459,0.00439729,0.00121757
0,C20529,0,0.0109371,0.0227632,-0.00154532,0.00265371
0,C20530,0,-0.00547333,0.0185918,0.0110184,0.00169984
0,C20531,0,-0.0250404,0.029261,0.0061385,0.00148936
0,C20537,0,0.0141549,0.00812181,0.0122819,-0.0049443
0,C20540,0,0.0768291,-0.00723353,0.00711496,-0.00720358
0,C20544,0,0.0382991,0.00822917,0.00439446,-0.00412023
0,C20547,0,-0.0388231,0.0410413,-0.00576235,0.0095769
0,C20554,0,0.0217929,0.00663317,0.0132212,-0.00765744
0,C20561,0,-0.0190648,0.0339724,-0.00242234,0.00536717
0,C20567,0,-0.0241333,0.0408893,-0.00728191,0.0096583
0,C20568,0,0.0107761,0.00946364,0.0109295,-0.00405488
0,C20569,0,-0.00180028,0.0227241,0.00389879,-0.00163843
0,C20570,0,0.0106593,0.0120094,0.0074957,-0.0049653
0,C20571,0,-0.0333747,0.0310979,0.0069422,0.0018129
0,C20573,0,-0.0133771,0.0276623,0.00352676,0.00547923
0,C20576,0,0.00995572,0.0137802,0.00721235,-0.00288135
0,C20577,0,-0.0448151,0.0448555,-0.0104914,0.0109543
0,C20581,0,-0.0253783,0.0275684,0.0055455,0.00162676
0,C20583,0,-0.00823613,0.00992727,0.0186698,-0.00828177
0,C20586,0,0.113733,-0.0180407,0.00426017,-0.0042995
0,C20587,0,-0.0149004,0.029111,0.000725163,0.00372027
0,C20590,0,-0.00806358,0.025003,0.00428641,0.00303403
0,C20591,0,0.00842503,0.0122581,0.0129516,-0.00441885
0,C20597,0,-0.0306397,0.0305522,0.00686278,0.00355483
0,C20602,0,-0.0166275,0.0269424,0.00311663,0.00327145
0,C20604,0,0.00986027,0.0194513,0.00454194,0.000697027
0,C20605,0,-0.0386642,0.0437943,-0.00962521,0.00906161
0,C20611,0,0.00157132,0.0139038,0.0131939,-0.00451754
0,C20612,0,0.0379602,0.00801357,0.00236778,0.000729389
0,C20621,0,0.051766,0.00128445,0.00632683,-0.00320406
0,C20625,0,-0.0220117,0.0248631,0.00813742,-0.00202317
0,C20627,0,-0.0328095,0.0398507,-0.00194006,0.00879697
0,C20631,0,-0.0116584,0.0315726,-0.00220487,0.00474608
0,C20632,0,-0.0280323,0.0383338,-0.008961,0.0103396
0,C20634,0,-0.0418343,0.0486646,-0.00904725,0.0135734
0,C20635,0,-0.0153566,0.0176943,0.0142851,-0.00561649
0,C20637,0,0.0292819,0.012796,0.00531872,-0.000999183
0,C20638,0,-0.0212519,0.0330616,-0.0022334,0.00710818
0,C20639,0,-0.000231054,0.0250138,5.89495e-05,0.00468643
0,C20640,0,0.00413788,0.0216368,0.00435984,0.00230374
0,C20646,0,0.0123723,-0.003444,0.0259835,-0.0173525
0,C20647,0,-0.00365068,0.0261665,0.00276493,0.00545285
0,C20649,0,-0.00694748,0.0213963,0.00546896,-0.0012724
0,C20651,0,-0.0201761,0.0233629,0.00977571,-0.00219703
0,C20653,0,0.00167115,0.0245532,0.00162227,0.0044855
0,C20654,0,0.08763,-0.0148292,0.0122659,-0.00753346
0,C20657,0,-0.0173492,0.0161689,0.0171206,-0.00695792
0,C20662,0,0.0359796,0.0148586,0.000202609,0.000652947
0,C20664,0,-0.0146703,0.0257351,0.00251314,0.000378959
0,C20665,0,0.0592389,0.000874068,0.00632989,-0.00488828
0,C20667,0,0.0103535,0.0194043,0.00121355,0.00350322
0,C20671,0,0.00632668,0.0245664,0.0026857,0.00304568
0,C20672,0,-0.00564592,0.0259465,0.00196081,0.00181642
0,C20674,0,0.0390057,0.00568481,0.0102053,-0.0058363
0,C20680,0,0.0197144,0.0134824,0.0081417,0.00136566
0,C20683,0,0.00726831,-0.00813591,0.0310934,-0.0210685
0,C20684,0,0.0156186,0.0115032,0.00699897,-0.00274486
0,C20690,0,0.00206092,0.0195628,0.00946093,0.000296972
0,C20695,0,0.00141089,0.0148421,0.0108976,-0.00475622
0,C20696,0,-0.0111641,0.0175428,0.0125551,-0.00534747
0,C20697,0,0.0180234,0.0182887,0.00237519,0.000295266
0,C20701,0,-0.00915466,0.0243181,0.00636871,-0.000965022
0,C20704,0,-0.0409044,0.048216,-0.00715904,0.0106186
0,C20706,0,-0.0132389,0.0256252,0.00396129,0.00115783
0,C20707,0,0.016028,0.0134535,0.00671842,-0.00456718
0,C20711,0,-0.00810551,0.0187638,0.0138064,-0.00384344
0,C20712,0,-0.0464555,0.0326831,0.00633167,0.00253328
0,C20717,0,0.00618637,0.0162957,0.00907293,-0.00148497
0,C20719,0,-0.0249847,0.0367583,-0.0013003,0.00342627
0,C20720,0,0.018575,0.00496034,0.0108023,-0.00687159
0,C20722,0,-0.0338789,0.0413166,-0.00625413,0.00898594
0,C20725,0,0.0193192,0.0163062,0.0036003,-0.000422929
0,C20731,0,-0.043671,0.0444037,-0.00567432,0.0127066
0,C20736,0,0.0341182,0.00716499,0.00690458,-0.00382722
0,C20737,0,-0.0381481,0.0429544,-0.00727661,0.0095797
0,C20738,0,0.00375694,-0.0167,0.00760946,0.000725134
0,C20741,0,0.0308762,0.0134291,-0.001377,0.00312093
0,C20743,0,-0.0082959,0.0310703,-0.00356266,0.00549115
0,C20744,0,0.0271537,0.00960086,0.00852022,-0.00553322
0,C20748,0,-0.0199674,0.0166373,0.0154049,-0.0031334
0,C20749,0,-0.0146629,0.0251204,0.00606364,0.00183219
0,C20755,0,-0.0401132,0.0479699,-0.00539821,0.0117827
0,C20756,0,-0.0076083,0.023192,0.00417438,0.000437705
0,C20763,0,0.0447596,0.00889104,0.00514097,0.000493475
0,C20764,0,0.0433084,-0.00217506,0.0131072,-0.00936027
0,C20765,0,-0.0155707,0.0228222,0.012218,-0.00161374
0,C20766,0,-0.012933,0.0238005,0.00656895,-0.00124243
0,C20767,0,0.0255034,0.00512577,0.00861104,-0.00502942
0,C20768,0,-0.00986154,0.0240745,0.0055296,0.00140891
0,C20769,0,-0.000525128,0.0135604,0.0105994,-0.00536592
0,C20773,0,-0.0100313,0.0236066,0.00786293,0.00222745
0,C20774,0,-0.0191155,0.0232226,0.0129805,-0.00303468
0,C20775,0,-0.00591764,0.0184947,0.0098266,-0.0039351
0,C20780,0,0.0182759,0.0101364,0.0107646,-0.00458978
0,C20789,0,0.00150708,0.0138764,0.0111376,-0.00572978
0,C20790,0,-0.0137712,0.0317509,0.000948207,0.00530491
0,C20792,0,0.00890131,0.0156759,0.0100955,0.000462662
0,C20793,0,-0.0255873,0.0264498,0.00825369,-0.00245918
0,C20795,0,0.00349975,0.000788484,0.0208709,-0.0127022
0,C20796,0,0.0908744,-0.0112388,0.00519158,-0.00297831
0,C20799,0,-0.00189443,0.00759484,0.017589,-0.00791097
0,C20804,0,0.00681406,0.0175389,0.00666738,0.00154583
0,C20806,0,0.0707822,-0.0017892,0.00283277,-0.00317706
0,C20807,0,-0.0165855,-0.0472278,0.0021942,0.00624573
0,C20809,0,-0.0303121,0.0236083,0.0135374,-0.00321908
0,C20810,0,-0.0104151,0.0266978,0.00138462,0.00445625
0,C20811,0,-0.00504786,0.0275457,0.000476844,0.00376578
0,C20813,0,-0.0262876,0.0272351,0.00953677,0.00122775
0,C20814,0,-0.0211776,0.0289714,0.00244413,0.0049742
0,C20815,0,-0.0293843,0.0364673,-0.00158936,0.00995056
0,C20817,0,-0.0299153,0.0290035,0.00786303,0.00417092
0,C20818,0,0.0366307,-0.00221709,0.0159422,-0.00957086
0,C20819,0,-0.0127079,0.0226495,0.00576022,0.000871685
0,C20823,0,-0.0346709,0.039831,-0.00509151,0.00993983
0,C20825,0,-0.00511746,0.0154111,0.0115861,-0.0057133
