FID,IID,SOL,C1,C2,C3,C4
0,C10499,0,-0.035051,0.0327639,0.00686183,-7.24472e-05
0,C10504,0,-0.0403114,0.0393289,-0.0042622,0.0074591
0,C10506,0,0.0586449,-0.00230115,0.00907971,-0.00723707
0,C10515,0,-0.0405037,0.0311224,0.00605137,0.00265084
0,C10517,0,0.049408,0.0014536,0.00661159,-0.00380726
0,C10520,0,-0.0313247,0.0348651,0.000239196,0.00479984
0,C10526,0,-0.0369793,0.0395745,-0.00196526,0.00838981
0,C10530,0,-0.0461149,0.0456901,-0.00492975,0.0103893
0,C10534,0,-0.0407638,0.0319231,0.00915597,0.00101488
0,C10537,0,-0.036087,0.0253888,0.0118685,-0.00403679
0,C10538,0,0.0514442,-0.00790077,0.0183157,-0.0119398
0,C10541,0,-0.0427665,-0.0176759,0.0556178,-0.0370047
0,C10542,0,-0.000139337,0.0169816,0.0100734,-0.00134481
0,C10546,0,-0.0413239,0.0408582,0.000954678,0.00889747
0,C10547,0,-0.0176454,0.0032811,0.0289514,-0.0149954
0,C10560,0,0.0243447,0.0062802,0.0144624,-0.00775914
0,C10562,0,-0.0185199,0.0101686,0.0214541,-0.0127837
0,C10564,0,-0.0433267,0.0256146,0.0137659,-0.00109852
0,C10565,0,0.00598639,0.0176353,0.00412695,-0.00117211
0,C10572,0,-0.0141369,0.0207836,0.0111042,-0.00325482
0,C10573,0,-0.0454857,0.0436134,-0.000533478,0.00667
0,C10576,0,-0.000250771,0.0303172,-0.000856684,0.00748816
0,C10579,0,0.0632248,-0.00569992,0.0127717,-0.0113592
0,C10584,0,-0.0388078,0.0347295,0.00520058,0.00454062
0,C10587,0,0.0371364,-0.00570512,0.0173464,-0.00859614
0,C10590,0,-0.0318556,0.0253754,0.00875721,-0.00209651
0,C10595,0,0.0100766,0.00514306,0.0184236,-0.00955889
0,C10600,0,-0.0172453,-0.000913581,0.0360679,-0.0233454
0,C10605,0,-0.0134446,0.0118047,0.0181543,-0.0100797
0,C10606,0,-0.0360678,0.0276411,0.00872633,-0.0012992
0,C10612,0,-0.0231306,0.0168515,0.0166765,-0.00833039
0,C10614,0,-0.000701704,0.0103681,0.0151944,-0.0115152
0,C10615,0,0.059946,0.00165202,0.0034102,-0.0017923
0,C10620,0,-0.0445121,0.0302832,0.0112463,-0.000482603
0,C10622,0,-0.0469513,0.0336534,0.00935195,-0.000887866
0,C10623,0,-0.0231346,0.0370229,-0.00481032,0.00810322
0,C10631,0,-0.0245007,0.0174158,0.0173155,-0.00802712
0,C10632,0,-0.0432234,0.0488653,-0.00746936,0.0124447
0,C10636,0,-0.0129094,0.013533,0.0145708,-0.00658473
0,C10638,0,-0.0374244,0.0342611,0.00337378,0.0036785
0,C10641,0,-0.034496,0.0136072,0.0238166,-0.0129673
0,C10644,0,-0.0380269,0.0114636,0.0259639,-0.0148574
0,C10645,0,-0.0192479,0.0174546,0.0155202,-0.00475512
0,C10649,0,-0.038479,0.033321,0.00594249,0.00129631
0,C10659,0,-0.00963923,0.0136379,0.0174409,-0.0106817
0,C10661,0,0.00338805,0.00471582,0.0203407,-0.0123654
0,C10662,0,0.0538721,-0.00458074,0.0124441,-0.0126178
0,C10663,0,-0.0299163,0.0358421,0.00121353,0.00310624
0,C10664,0,-0.0235015,0.0331115,-0.000747399,0.0086169
0,C10668,0,-0.0370742,0.0406561,-0.000381881,0.00684079
0,C10670,0,-0.0323138,0.0335967,0.00448529,0.0047509
0,C10671,0,-0.00462545,0.000871595,0.0269751,-0.0149924
0,C10672,0,-0.0345806,0.0451098,-0.00709992,0.0127001
0,C10679,0,0.0465504,-0.00619209,0.0177599,-0.0129666
0,C10680,0,-0.0387002,0.0424943,-0.00828562,0.00992944
0,C10684,0,-0.0500623,0.0414867,-0.00175152,0.00913692
0,C10685,0,-0.0222354,0.0246197,0.0104455,-0.00480318
0,C10686,0,-0.0364581,0.040046,-0.00169415,0.00782164
0,C10687,0,0.00531199,0.00558233,0.0203981,-0.0126296
0,C10692,0,-0.0410491,0.04097,0.00100481,0.00866665
0,C10693,0,-0.0445656,0.0245523,0.0177063,-0.00453467
0,C10695,0,0.0261826,0.00798699,0.00883179,-0.00694137
0,C10696,0,-0.0321926,0.0251457,0.011844,0.000441079
0,C10699,0,-0.052204,0.0530504,-0.0137214,0.0157065
0,C10701,0,-0.0414808,0.0441258,-0.0081297,0.00925365
0,C10702,0,-0.0177478,0.0205444,0.0134182,-0.00660876
0,C10709,0,-0.00760206,0.0205442,0.00784068,-0.000917344
0,C10718,0,-0.0480422,0.0522473,-0.0116721,0.0142047
0,C10722,0,-0.0408812,0.0420401,-0.00248843,0.00878949
0,C10727,0,-0.00965296,0.0198824,0.0113679,-0.00102639
0,C10728,0,-0.0190744,0.0323284,0.000783131,0.00235655
0,C10738,0,-0.0458374,0.0391476,4.64184e-05,0.00691607
0,C10739,0,-0.0281489,0.031183,0.00545039,0.00356294
0,C10740,0,-0.0220432,0.00843996,0.029454,-0.0170854
0,C10741,0,-0.0362674,0.0294974,0.00978624,0.000447221
0,C10744,0,-7.21908e-05,0.00950983,0.0169021,-0.00673666
0,C10747,0,-0.0366053,0.028555,0.00980764,-0.000948796
0,C10754,0,-0.0476365,0.021918,0.016162,-0.00369985
0,C10755,0,-0.00627088,0.00819599,0.020083,-0.0103391
0,C10757,0,-0.000497199,0.0253657,-0.00119714,0.00245272
0,C10760,0,-0.0217735,0.0304916,0.00145752,0.00284771
0,C10763,0,-0.0344245,0.0138836,0.0249139,-0.01056
0,C10766,0,-0.0329862,0.0321743,0.00817572,0.00231982
0,C10770,0,-0.034002,0.0410274,-0.00493173,0.00876817
0,C10773,0,0.0599839,-0.00303333,0.00968682,-0.00632066
0,C10774,0,-0.0305107,0.0219883,0.011967,-0.00135017
0,C10776,0,-0.0418285,0.00990579,0.030972,-0.0177791
0,C10779,0,-0.0443994,0.0383621,0.00275401,0.00220144
0,C10780,0,-0.00596016,0.0203882,0.00600723,0.000390138
0,C10782,0,-0.0161833,0.01453,0.0167933,-0.0102935
0,C10786,0,-0.0195638,0.023708,0.00889397,-0.00247279
0,C10790,0,-0.0304834,0.0323544,-0.000157416,0.00528074
0,C10793,0,-0.033346,0.0337242,0.00595345,0.00179279
0,C10794,0,-0.0157376,0.0226299,0.00713433,-0.0022638
0,C10804,0,-0.0411079,0.0155626,0.023718,-0.0123177
0,C10807,0,-0.0473045,0.0457309,-0.00435628,0.00515109
0,C10808,0,-0.0179361,0.0209709,0.00871801,-0.00350384
0,C10823,0,0.0268315,-0.00278736,0.0210572,-0.0143754
0,C10829,0,0.0716625,-0.0116869,0.0147207,-0.0107308
0,C10834,0,-0.0257142,0.0176868,0.0145982,-0.00765431
0,C10839,0,0.0104642,0.0123876,0.011479,-0.00377046
0,C10840,0,0.0285529,-0.00856742,0.0258229,-0.0162279
0,C10849,0,-0.0104277,0.0113563,0.0202166,-0.0124415
0,C10852,0,-0.0368112,0.0283461,0.0122589,-0.00220012
0,C10856,0,-0.027504,0.0307137,0.00728664,0.00250138
0,C10862,0,-0.0453908,0.0280711,0.0138674,-0.00388998
0,C10864,0,-0.0405515,0.0320424,0.00923975,-0.000587168
0,C10868,0,0.0762806,-0.0076835,0.00996092,-0.00907601
0,C10874,0,-0.012218,0.00633349,0.0233012,-0.0138838
0,C10882,0,0.0288908,-0.00413458,0.0204832,-0.0132202
0,C10891,0,-0.0460553,0.0324716,0.00911198,0.00236019
0,C10893,0,-0.0335348,0.0396974,-0.00373362,0.00861028
0,C10897,0,-0.0259237,0.0287064,0.00519933,0.00101019
0,C10900,0,0.0479685,-0.0070128,0.0165245,-0.0132779
0,C10902,0,0.0413916,0.00379114,0.00539005,-0.00481209
0,C10903,0,-0.0384522,0.0408317,0.00504879,0.00856428
0,C10904,0,-0.0384325,0.0361216,0.00598792,0.00446882
0,C10908,0,0.0920217,-0.0124779,0.00609632,-0.00680073
0,C10909,0,-0.0273423,0.00853253,0.0275965,-0.0136807
0,C10915,0,-0.0412027,0.0415673,-0.000976065,0.00916043
0,C10917,0,-0.0447664,0.0411133,-4.28699e-05,0.00757222
0,C10919,0,-0.0368632,0.0367384,0.0059998,0.00468312
0,C10922,0,-0.0115394,0.0101761,0.0228547,-0.0134706
0,C10923,0,-0.0158847,0.0219809,0.00926811,-0.000612485
0,C10925,0,-0.0319002,0.0276208,0.00768539,-0.00232204
0,C10930,0,0.0281155,0.0122752,0.00115433,0.000698136
0,C10935,0,-0.0108548,0.0131377,0.0149788,-0.00665907
0,C10936,0,-0.0409579,0.0305716,0.00608605,0.00100399
0,C10939,0,0.00984447,0.00208834,0.01894,-0.0153073
0,C10943,0,-0.00366218,0.0148976,0.016151,-0.00760695
0,C10959,0,-0.0472303,0.0502624,-0.0133269,0.0159071
0,C10960,0,-0.00798428,0.0232572,0.00496517,0.00286813
0,C10964,0,-0.0454715,0.0432371,-0.00244928,0.00821722
0,C10966,0,-0.0385696,0.040952,-0.000751556,0.00798519
0,C10967,0,0.00921634,0.0117952,0.0138377,-0.00790505
0,C10968,0,0.0131286,0.0211141,0.000516558,0.00453584
0,C10969,0,-0.0352916,0.0210484,0.0151331,-0.00325356
0,C10973,0,-0.0123598,0.027892,0.00299317,0.000932399
0,C10975,0,0.0294413,-0.0034166,0.0156624,-0.0120622
0,C10978,0,-0.0402088,0.0370999,0.00182089,0.00699645
0,C10979,0,-0.0124327,0.0217719,0.0121708,-0.0013461
0,C10990,0,-0.038484,0.0367327,0.00167119,0.00467413
0,C10998,0,-0.0196724,0.031734,-0.000143249,0.00579627
0,C11004,0,0.0172395,0.0141901,0.00569736,-0.000725896
0,C11006,0,-0.0432109,0.0347049,0.00642932,0.00346939
0,C11015,0,0.00186138,0.0154663,0.00917661,-0.00236551
0,C11016,0,-0.0397103,0.0412102,-0.00280879,0.00941555
0,C11018,0,-0.00203982,0.0232514,0.00558792,0.00169496
0,C11019,0,0.00724124,0.00793777,0.0160906,-0.0101055
0,C11024,0,-0.0472917,0.0425399,0.00194646,0.00535541
0,C11030,0,-0.0367366,0.026949,0.0158655,-0.00468516
0,C11032,0,-0.0376986,0.0183184,0.0171393,-0.00690056
0,C11036,0,-0.00775481,0.0246607,0.00425354,0.000397462
0,C11044,0,0.0109501,0.00119791,0.0207903,-0.0130712
0,C11048,0,-0.0479624,0.0330951,0.0105284,0.000100476
0,C11049,0,-0.0316045,0.0369299,0.00274869,0.00566234
0,C11051,0,-0.0440083,0.0146148,0.0253966,-0.0143423
0,C11058,0,-0.0253147,0.0359919,0.0018061,0.00682938
0,C11060,0,-0.0334656,0.0241974,0.0163843,-0.00313505
0,C11062,0,-0.040837,0.038306,-0.00070194,0.00474121
0,C11064,0,-0.00623617,0.017089,0.00632024,-0.00241615
0,C11066,0,0.0195195,0.000132573,0.0206656,-0.00973378
0,C11068,0,-0.0187139,0.0124975,0.0227911,-0.0105174
0,C11070,0,-0.0431412,0.0374334,0.00475804,0.00433316
0,C11071,0,-0.0130216,0.00749932,0.0241686,-0.0108308
0,C11074,0,0.0274651,0.000710126,0.0198425,-0.00864749
0,C11078,0,-0.0364999,0.0339494,0.0033784,0.00517103
0,C11080,0,0.039311,-0.00688576,0.0173986,-0.0116884
0,C11084,0,-0.023095,0.00895605,0.0293433,-0.0163454
0,C11092,0,-0.0360274,0.035678,0.00447076,0.00441908
0,C11103,0,-0.0177175,0.0292068,-0.00107199,-0.00162779
0,C11104,0,-0.0287743,0.014314,0.0238206,-0.0135202
0,C11110,0,-0.0439219,0.0479445,-0.0078195,0.0122692
0,C11115,0,-0.000895506,0.0286892,-0.000816008,0.0056505
0,C11118,0,-0.0408509,0.0258467,0.0138297,-0.00225208
0,C11124,0,-0.0326219,0.0373439,-0.00060168,0.00745625
0,C11125,0,-0.0434184,0.0402046,-0.000371331,0.00724361
0,C11129,0,-0.0410211,0.041675,-0.00075516,0.00877443
0,C11141,0,-0.0301204,0.0331276,0.00117864,0.00577806
0,C11142,0,0.0511335,-0.00979085,0.0175521,-0.0137523
0,C11143,0,-0.0379491,0.0372189,0.000627379,0.00474071
0,C11145,0,-0.0350496,0.0376027,8.32127e-05,0.00831993
0,C11149,0,-0.0484112,0.0292163,0.0130367,-0.00490375
0,C11150,0,-0.0468604,0.0217832,0.021213,-0.0106639
0,C11152,0,-0.0405538,0.0439592,-0.00367933,0.00885251
0,C11154,0,-0.0241208,0.0304624,0.00207421,0.00306834
0,C11155,0,0.0360175,-0.00260861,0.0163481,-0.00981468
0,C11157,0,-0.00154584,0.0202423,0.00320176,-0.00031779
0,C11158,0,-0.0435497,0.0436824,-0.00415708,0.00867713
0,C11159,0,-0.0417782,0.0300021,0.0107878,0.00108665
0,C11162,0,-0.0392844,0.0315537,0.00881238,0.00287782
0,C11170,0,0.000414025,0.00726526,0.0195863,-0.0118856
0,C11171,0,-0.0192877,0.0171849,0.0159457,-0.00584616
0,C11176,0,-0.0398207,0.0392255,-0.00109102,0.00543708
0,C11181,0,-0.0440254,0.0310255,0.0122006,-0.00211083
0,C11182,0,0.0492021,-0.00716098,0.0216193,-0.0127775
0,C11186,0,-0.0387456,0.0325636,0.00532468,0.00402983
0,C11188,0,-0.044601,0.0346709,0.00685954,0.00055091
0,C11191,0,-0.0365773,0.0375715,-2.73806e-05,0.00701343
0,C11199,0,-0.0497576,0.0498725,-0.00692286,0.0105593
0,C11201,0,0.00595382,0.0232196,0.0049029,0.000133207
0,C11203,0,-0.0490104,0.0242514,0.0186627,-0.00717456
0,C11209,0,-0.0429375,0.0394754,0.00110392,0.00720822
0,C11210,0,-0.0482146,0.0451297,-0.00646277,0.00663119
0,C11221,0,-0.0215998,0.0226939,0.00889485,-0.00223061
0,C11228,0,-0.0374233,0.0271204,0.0109127,0.000933075
0,C11229,0,-0.042266,0.0341567,0.00694416,0.00235611
0,C11231,0,0.0466474,0.00169224,0.0102759,-0.00490922
0,C11234,0,-0.0312921,0.014571,0.0224516,-0.0104139
0,C11237,0,-0.00569957,0.00407485,0.023168,-0.0141164
0,C11240,0,-0.0323985,0.033219,0.00473192,0.00326558
0,C11245,0,-0.0350944,0.0363795,0.00014071,0.00490858
0,C11246,0,-0.0206063,0.0227623,0.0105498,-0.00520276
0,C11249,0,-0.0408605,0.0420162,-0.000894617,0.00818893
0,C11251,0,-0.0451815,0.0358693,0.00464344,0.00350002
0,C11253,0,-0.0252344,0.03234,0.00134785,0.00348527
0,C11264,0,-0.0284199,0.0152292,0.0226782,-0.00881415
0,C11265,0,-0.0106114,0.0182071,0.0135672,-0.00257857
0,C11268,0,0.0791864,-0.00540937,0.00232954,-0.00149033
0,C11272,0,0.00838175,0.0127185,0.0114073,-0.00232812
0,C11275,0,-0.0267479,0.0265563,0.0096767,0.0014502
0,C11284,0,0.0164155,0.0186006,0.00491092,0.00156839
0,C11295,0,-0.0396802,0.0392376,0.00450683,0.00748211
0,C11297,0,-0.0390869,0.0204504,0.0216807,-0.010161
0,C11298,0,-0.0255698,0.0356253,-0.00349099,0.00667949
0,C11299,0,-0.0414945,0.042625,-0.00205191,0.00739035
0,C11300,0,-0.0393948,0.0352225,0.00330266,0.00653031
0,C11302,0,-0.00321615,0.00884104,0.0193726,-0.0113773
0,C11303,0,-0.024205,0.0164378,0.0157381,-0.00613381
0,C11305,0,-0.0366225,0.0354355,0.000717638,0.00477797
0,C11307,0,-0.0236842,0.0300214,0.00267597,0.00384502
0,C11311,0,-0.00295021,0.0133741,0.0129298,-0.00825079
0,C11314,0,0.0400025,0.0101703,0.004662,-0.000928247
0,C11316,0,-0.0175778,0.024004,0.00749338,0.000760382
0,C11331,0,-0.0440489,0.0314443,0.00957985,0.000197327
0,C11336,0,0.0114145,0.0220628,0.00219374,0.000978624
0,C11338,0,-0.0468717,0.04747,-0.0128042,0.0120175
0,C11352,0,0.0809531,-0.0103918,0.00769773,-0.00612299
0,C11353,0,-0.019741,0.0259197,0.00812128,-0.000394314
0,C11354,0,0.0705225,-0.0099869,0.0122279,-0.00928816
0,C11355,0,-0.0404542,0.0373298,0.00167743,0.00830636
0,C11360,0,-0.00615306,0.0214447,0.00689941,-0.000582259
0,C11362,0,-0.0471119,0.0428258,-0.00243505,0.0104465
0,C11363,0,-0.0370873,0.0217132,0.0193956,-0.0051844
0,C11365,0,-0.0361086,0.0294975,0.0103317,0.000624295
0,C11367,0,0.0306928,0.00758961,0.0113847,-0.00315925
0,C11370,0,-0.0417709,0.029176,0.0104616,-0.00310252
0,C11372,0,-0.0257894,0.0341599,0.000620287,0.00498529
0,C11377,0,-0.00639139,0.0242625,0.00633454,0.00151371
0,C11379,0,0.0415714,0.0102328,0.001789,-0.00114389
0,C11380,0,-0.00797877,0.0246596,0.00505297,-0.00165214
0,C11388,0,0.0182079,0.0158834,0.00507041,0.000468943
0,C11389,0,0.0254275,0.000180345,0.018675,-0.0124121
0,C11397,0,0.00949083,0.0211283,0.00192332,0.00149101
0,C11405,0,-0.0356013,0.0279304,0.00901909,0.002032
0,C11407,0,0.0560905,-0.00729681,0.0120615,-0.00851606
0,C11409,0,-0.0254961,0.0285611,0.00716493,6.75006e-06
0,C11412,0,0.00888861,0.0127906,0.0135848,-0.00517897
0,C11417,0,-0.0453321,0.0363683,0.00152658,0.00420637
0,C11420,0,-0.0129413,0.0175298,0.0160347,-0.00331574
0,C11421,0,-0.0366252,0.0271213,0.0095392,-0.00171394
0,C11428,0,-0.0320536,0.0205282,0.0204083,-0.00949194
0,C11432,0,-0.0365534,0.0393813,-0.00274425,0.00871024
0,C11439,0,0.0123263,0.0136199,0.00810218,-0.00498514
0,C11446,0,-0.0293051,0.0224548,0.0145181,-0.00236787
0,C11449,0,0.00241848,0.00345443,0.0249992,-0.0119076
0,C11450,0,-0.0137579,0.0308531,-0.000379768,0.00581513
0,C11457,0,-0.040522,0.0407147,-0.00140196,0.00945927
0,C11464,0,-0.0445166,0.0328261,0.00543048,0.0024282
0,C11466,0,-0.0379295,0.0404397,-0.00325588,0.00649852
0,C11472,0,-0.0478643,0.0366168,0.0071259,0.00411662
0,C11473,0,0.0112857,0.00235336,0.0201331,-0.0106513
0,C11476,0,-0.0295036,0.0199802,0.0158901,-0.00707837
0,C11481,0,0.0265024,0.0161035,0.00510154,-0.00021871
0,C11485,0,-0.0197048,0.0208771,0.0116406,-0.00377503
0,C11487,0,-0.035759,0.0384916,-0.00322295,0.00757643
0,C11493,0,0.0269499,0.00862106,0.00903796,-0.00360893
0,C11505,0,-0.0433539,0.0228697,0.0194425,-0.00824501
0,C11509,0,0.00025937,-0.00704403,0.0366805,-0.0216746
0,C11511,0,-0.0122098,0.0185565,0.00980711,-0.00308573
0,C11512,0,-0.0392284,0.0376736,-0.000930334,0.00662469
0,C11513,0,-0.0305077,0.0217421,0.0165616,-0.00583021
